time_iso,offset_s,tag,value_pct
2024-11-07T03:14:41+00:00,41.0,20-PSE2019,90.26
2024-11-07T03:14:42+00:00,42.0,20-PSE2019,88.79
2024-11-07T03:14:43+00:00,43.0,20-PSE2019,89.86
2024-11-07T03:13:45+00:00,-15.0,20-PT2019,50.41
2024-11-07T03:13:46+00:00,-14.0,20-PT2019,49.48
2024-11-07T03:13:47+00:00,-13.0,20-PT2019,49.8
2024-11-07T03:13:48+00:00,-12.0,20-PT2019,49.97
2024-11-07T03:13:49+00:00,-11.0,20-PT2019,50.62
2024-11-07T03:13:50+00:00,-10.0,20-PT2019,49.23
2024-11-07T03:13:51+00:00,-9.0,20-PT2019,49.32
2024-11-07T03:13:52+00:00,-8.0,20-PT2019,50.82
2024-11-07T03:13:53+00:00,-7.0,20-PT2019,49.31
2024-11-07T03:13:54+00:00,-6.0,20-PT2019,49.36
2024-11-07T03:13:55+00:00,-5.0,20-PT2019,50.07
2024-11-07T03:13:56+00:00,-4.0,20-PT2019,50.34
2024-11-07T03:13:57+00:00,-3.0,20-PT2019,50.75
2024-11-07T03:13:58+00:00,-2.0,20-PT2019,50.88
2024-11-07T03:13:59+00:00,-1.0,20-PT2019,53.4
2024-11-07T03:14:00+00:00,0.0,20-PT2019,58.74
2024-11-07T03:14:01+00:00,1.0,20-PT2019,62.78
2024-11-07T03:14:02+00:00,2.0,20-PT2019,69.62
2024-11-07T03:14:03+00:00,3.0,20-PT2019,74.36
2024-11-07T03:14:04+00:00,4.0,20-PT2019,77.77
2024-11-07T03:14:05+00:00,5.0,20-PT2019,80.18
2024-11-07T03:14:06+00:00,6.0,20-PT2019,81.33
2024-11-07T03:14:07+00:00,7.0,20-PT2019,80.49
2024-11-07T03:14:08+00:00,8.0,20-PT2019,82.77
2024-11-07T03:14:09+00:00,9.0,20-PT2019,83.13
2024-11-07T03:14:10+00:00,10.0,20-PT2019,84.12
2024-11-07T03:14:11+00:00,11.0,20-PT2019,86.62
2024-11-07T03:14:12+00:00,12.0,20-PT2019,87.89
2024-11-07T03:14:13+00:00,13.0,20-PT2019,88.01
2024-11-07T03:14:14+00:00,14.0,20-PT2019,89.61
2024-11-07T03:14:15+00:00,15.0,20-PT2019,90.02
2024-11-07T03:14:16+00:00,16.0,20-PT2019,88.68
2024-11-07T03:14:17+00:00,17.0,20-PT2019,89.91
2024-11-07T03:14:18+00:00,18.0,20-PT2019,88.89
2024-11-07T03:14:19+00:00,19.0,20-PT2019,88.43
2024-11-07T03:14:20+00:00,20.0,20-PT2019,88.69
2024-11-07T03:14:21+00:00,21.0,20-PT2019,90.25
2024-11-07T03:14:22+00:00,22.0,20-PT2019,88.94
2024-11-07T03:14:23+00:00,23.0,20-PT2019,88.51
2024-11-07T03:14:24+00:00,24.0,20-PT2019,90.07
2024-11-07T03:14:25+00:00,25.0,20-PT2019,89.59
2024-11-07T03:14:26+00:00,26.0,20-PT2019,89.19
2024-11-07T03:14:27+00:00,27.0,20-PT2019,90.11
2024-11-07T03:14:28+00:00,28.0,20-PT2019,90.61
2024-11-07T03:14:29+00:00,29.0,20-PT2019,90.2
2024-11-07T03:14:30+00:00,30.0,20-PT2019,89.06
2024-11-07T03:14:31+00:00,31.0,20-PT2019,90.41
2024-11-07T03:14:32+00:00,32.0,20-PT2019,89.95
2024-11-07T03:14:33+00:00,33.0,20-PT2019,88.9
2024-11-07T03:14:34+00:00,34.0,20-PT2019,90.22
2024-11-07T03:14:35+00:00,35.0,20-PT2019,89.38
2024-11-07T03:14:36+00:00,36.0,20-PT2019,88.46
2024-11-07T03:14:37+00:00,37.0,20-PT2019,89.55
2024-11-07T03:14:38+00:00,38.0,20-PT2019,89.34
2024-11-07T03:14:39+00:00,39.0,20-PT2019,89.1
2024-11-07T03:14:40+00:00,40.0,20-PT2019,89.04
2024-11-07T03:14:41+00:00,41.0,20-PT2019,89.31
2024-11-07T03:14:42+00:00,42.0,20-PT2019,89.98
2024-11-07T03:14:43+00:00,43.0,20-PT2019,90.18
2024-11-07T03:13:45+00:00,-15.0,20-PSE2018,51.2
2024-11-07T03:13:46+00:00,-14.0,20-PSE2018,50.82
2024-11-07T03:13:47+00:00,-13.0,20-PSE2018,49.81
2024-11-07T03:13:48+00:00,-12.0,20-PSE2018,49.84
2024-11-07T03:13:49+00:00,-11.0,20-PSE2018,49.51
2024-11-07T03:13:50+00:00,-10.0,20-PSE2018,51.15
2024-11-07T03:13:51+00:00,-9.0,20-PSE2018,49.62
2024-11-07T03:13:52+00:00,-8.0,20-PSE2018,50.56
2024-11-07T03:13:53+00:00,-7.0,20-PSE2018,49.6
2024-11-07T03:13:54+00:00,-6.0,20-PSE2018,50.16
2024-11-07T03:13:55+00:00,-5.0,20-PSE2018,50.23
2024-11-07T03:13:56+00:00,-4.0,20-PSE2018,49.51
2024-11-07T03:13:57+00:00,-3.0,20-PSE2018,50.66
2024-11-07T03:13:58+00:00,-2.0,20-PSE2018,51.13
2024-11-07T03:13:59+00:00,-1.0,20-PSE2018,51.25
2024-11-07T03:14:00+00:00,0.0,20-PSE2018,52.0
2024-11-07T03:14:01+00:00,1.0,20-PSE2018,54.23
2024-11-07T03:14:02+00:00,2.0,20-PSE2018,58.73
2024-11-07T03:14:03+00:00,3.0,20-PSE2018,62.62
2024-11-07T03:14:04+00:00,4.0,20-PSE2018,66.12
2024-11-07T03:14:05+00:00,5.0,20-PSE2018,70.94
2024-11-07T03:14:06+00:00,6.0,20-PSE2018,73.32
2024-11-07T03:14:07+00:00,7.0,20-PSE2018,77.87
2024-11-07T03:14:08+00:00,8.0,20-PSE2018,78.2
2024-11-07T03:14:09+00:00,9.0,20-PSE2018,79.26
2024-11-07T03:14:10+00:00,10.0,20-PSE2018,80.51
2024-11-07T03:14:11+00:00,11.0,20-PSE2018,82.18
2024-11-07T03:14:12+00:00,12.0,20-PSE2018,82.51
2024-11-07T03:14:13+00:00,13.0,20-PSE2018,84.23
2024-11-07T03:14:14+00:00,14.0,20-PSE2018,86.8
2024-11-07T03:14:15+00:00,15.0,20-PSE2018,88.0
2024-11-07T03:14:16+00:00,16.0,20-PSE2018,88.54
2024-11-07T03:14:17+00:00,17.0,20-PSE2018,88.84
2024-11-07T03:14:18+00:00,18.0,20-PSE2018,90.38
2024-11-07T03:14:19+00:00,19.0,20-PSE2018,90.09
2024-11-07T03:14:20+00:00,20.0,20-PSE2018,89.6
2024-11-07T03:14:21+00:00,21.0,20-PSE2018,89.26
2024-11-07T03:14:22+00:00,22.0,20-PSE2018,89.1
2024-11-07T03:14:23+00:00,23.0,20-PSE2018,89.65
2024-11-07T03:14:24+00:00,24.0,20-PSE2018,89.43
2024-11-07T03:14:25+00:00,25.0,20-PSE2018,90.31
2024-11-07T03:14:26+00:00,26.0,20-PSE2018,90.43
2024-11-07T03:14:27+00:00,27.0,20-PSE2018,88.73
2024-11-07T03:14:28+00:00,28.0,20-PSE2018,88.49
2024-11-07T03:14:29+00:00,29.0,20-PSE2018,90.58
2024-11-07T03:14:30+00:00,30.0,20-PSE2018,89.64
2024-11-07T03:14:31+00:00,31.0,20-PSE2018,90.01
2024-11-07T03:14:32+00:00,32.0,20-PSE2018,89.95
2024-11-07T03:14:33+00:00,33.0,20-PSE2018,89.12
2024-11-07T03:14:34+00:00,34.0,20-PSE2018,89.37
2024-11-07T03:14:35+00:00,35.0,20-PSE2018,89.77
2024-11-07T03:14:36+00:00,36.0,20-PSE2018,88.61
2024-11-07T03:14:37+00:00,37.0,20-PSE2018,88.53
2024-11-07T03:14:38+00:00,38.0,20-PSE2018,89.79
2024-11-07T03:14:39+00:00,39.0,20-PSE2018,89.49
2024-11-07T03:14:40+00:00,40.0,20-PSE2018,89.78
2024-11-07T03:14:41+00:00,41.0,20-PSE2018,89.36
2024-11-07T03:14:42+00:00,42.0,20-PSE2018,89.91
2024-11-07T03:14:43+00:00,43.0,20-PSE2018,90.56
2024-11-07T03:13:45+00:00,-15.0,20-PSHH2021,50.37
2024-11-07T03:13:46+00:00,-14.0,20-PSHH2021,49.22
2024-11-07T03:13:47+00:00,-13.0,20-PSHH2021,49.07
2024-11-07T03:13:48+00:00,-12.0,20-PSHH2021,49.71
2024-11-07T03:13:49+00:00,-11.0,20-PSHH2021,50.7
2024-11-07T03:13:50+00:00,-10.0,20-PSHH2021,49.83
2024-11-07T03:13:51+00:00,-9.0,20-PSHH2021,50.97
2024-11-07T03:13:52+00:00,-8.0,20-PSHH2021,50.03
2024-11-07T03:13:53+00:00,-7.0,20-PSHH2021,50.33
2024-11-07T03:13:54+00:00,-6.0,20-PSHH2021,48.9
2024-11-07T03:13:55+00:00,-5.0,20-PSHH2021,50.74
2024-11-07T03:13:56+00:00,-4.0,20-PSHH2021,50.67
2024-11-07T03:13:57+00:00,-3.0,20-PSHH2021,50.39
2024-11-07T03:13:58+00:00,-2.0,20-PSHH2021,49.36
2024-11-07T03:13:59+00:00,-1.0,20-PSHH2021,51.04
2024-11-07T03:14:00+00:00,0.0,20-PSHH2021,50.13
2024-11-07T03:14:01+00:00,1.0,20-PSHH2021,49.24
2024-11-07T03:14:02+00:00,2.0,20-PSHH2021,50.99
2024-11-07T03:14:03+00:00,3.0,20-PSHH2021,48.86
2024-11-07T03:14:04+00:00,4.0,20-PSHH2021,50.62
2024-11-07T03:14:05+00:00,5.0,20-PSHH2021,50.59
2024-11-07T03:14:06+00:00,6.0,20-PSHH2021,53.16
2024-11-07T03:14:07+00:00,7.0,20-PSHH2021,58.67
2024-11-07T03:14:08+00:00,8.0,20-PSHH2021,63.57
2024-11-07T03:14:09+00:00,9.0,20-PSHH2021,69.73
2024-11-07T03:14:10+00:00,10.0,20-PSHH2021,74.89
2024-11-07T03:14:11+00:00,11.0,20-PSHH2021,79.51
2024-11-07T03:14:12+00:00,12.0,20-PSHH2021,79.36
2024-11-07T03:14:13+00:00,13.0,20-PSHH2021,82.14
2024-11-07T03:14:14+00:00,14.0,20-PSHH2021,83.33
2024-11-07T03:14:15+00:00,15.0,20-PSHH2021,84.65
2024-11-07T03:14:16+00:00,16.0,20-PSHH2021,85.03
2024-11-07T03:14:17+00:00,17.0,20-PSHH2021,85.63
2024-11-07T03:14:18+00:00,18.0,20-PSHH2021,86.99
2024-11-07T03:14:19+00:00,19.0,20-PSHH2021,87.87
2024-11-07T03:14:20+00:00,20.0,20-PSHH2021,88.76
2024-11-07T03:14:21+00:00,21.0,20-PSHH2021,90.69
2024-11-07T03:14:22+00:00,22.0,20-PSHH2021,90.53
2024-11-07T03:14:23+00:00,23.0,20-PSHH2021,88.81
2024-11-07T03:14:24+00:00,24.0,20-PSHH2021,89.63
2024-11-07T03:14:25+00:00,25.0,20-PSHH2021,88.98
2024-11-07T03:14:26+00:00,26.0,20-PSHH2021,89.84
2024-11-07T03:14:27+00:00,27.0,20-PSHH2021,90.77
2024-11-07T03:14:28+00:00,28.0,20-PSHH2021,89.55
2024-11-07T03:14:29+00:00,29.0,20-PSHH2021,89.79
2024-11-07T03:14:30+00:00,30.0,20-PSHH2021,88.64
2024-11-07T03:14:31+00:00,31.0,20-PSHH2021,88.83
2024-11-07T03:14:32+00:00,32.0,20-PSHH2021,89.68
2024-11-07T03:14:33+00:00,33.0,20-PSHH2021,88.42
2024-11-07T03:14:34+00:00,34.0,20-PSHH2021,88.88
2024-11-07T03:14:35+00:00,35.0,20-PSHH2021,88.75
2024-11-07T03:14:36+00:00,36.0,20-PSHH2021,90.07
2024-11-07T03:14:37+00:00,37.0,20-PSHH2021,89.37
2024-11-07T03:14:38+00:00,38.0,20-PSHH2021,88.92
2024-11-07T03:14:39+00:00,39.0,20-PSHH2021,90.62
2024-11-07T03:14:40+00:00,40.0,20-PSHH2021,88.64
2024-11-07T03:14:41+00:00,41.0,20-PSHH2021,90.63
2024-11-07T03:14:42+00:00,42.0,20-PSHH2021,88.69
2024-11-07T03:14:43+00:00,43.0,20-PSHH2021,88.88
2024-11-07T03:13:45+00:00,-15.0,71-PI2007,48.82
2024-11-07T03:13:46+00:00,-14.0,71-PI2007,51.15
2024-11-07T03:13:47+00:00,-13.0,71-PI2007,49.09
2024-11-07T03:13:48+00:00,-12.0,71-PI2007,51.02
2024-11-07T03:13:49+00:00,-11.0,71-PI2007,50.14
2024-11-07T03:13:50+00:00,-10.0,71-PI2007,50.88
2024-11-07T03:13:51+00:00,-9.0,71-PI2007,48.86
2024-11-07T03:13:52+00:00,-8.0,71-PI2007,50.47
2024-11-07T03:13:53+00:00,-7.0,71-PI2007,49.27
2024-11-07T03:13:54+00:00,-6.0,71-PI2007,51.05
2024-11-07T03:13:55+00:00,-5.0,71-PI2007,49.86
2024-11-07T03:13:56+00:00,-4.0,71-PI2007,50.95
2024-11-07T03:13:57+00:00,-3.0,71-PI2007,50.8
2024-11-07T03:13:58+00:00,-2.0,71-PI2007,49.79
2024-11-07T03:13:59+00:00,-1.0,71-PI2007,49.36
2024-11-07T03:14:00+00:00,0.0,71-PI2007,49.02
2024-11-07T03:14:01+00:00,1.0,71-PI2007,49.55
2024-11-07T03:14:02+00:00,2.0,71-PI2007,50.53
2024-11-07T03:14:03+00:00,3.0,71-PI2007,51.77
2024-11-07T03:14:04+00:00,4.0,71-PI2007,52.26
2024-11-07T03:14:05+00:00,5.0,71-PI2007,57.22
2024-11-07T03:14:06+00:00,6.0,71-PI2007,59.58
2024-11-07T03:14:07+00:00,7.0,71-PI2007,62.6
2024-11-07T03:14:08+00:00,8.0,71-PI2007,67.2
2024-11-07T03:14:09+00:00,9.0,71-PI2007,70.31
2024-11-07T03:14:10+00:00,10.0,71-PI2007,75.27
2024-11-07T03:14:11+00:00,11.0,71-PI2007,77.1
2024-11-07T03:14:12+00:00,12.0,71-PI2007,78.69
2024-11-07T03:14:13+00:00,13.0,71-PI2007,80.87
2024-11-07T03:14:14+00:00,14.0,71-PI2007,80.43
2024-11-07T03:14:15+00:00,15.0,71-PI2007,83.28
2024-11-07T03:14:16+00:00,16.0,71-PI2007,84.54
2024-11-07T03:14:17+00:00,17.0,71-PI2007,85.4
2024-11-07T03:14:18+00:00,18.0,71-PI2007,85.93
2024-11-07T03:14:19+00:00,19.0,71-PI2007,87.9
2024-11-07T03:14:20+00:00,20.0,71-PI2007,89.28
2024-11-07T03:14:21+00:00,21.0,71-PI2007,90.17
2024-11-07T03:14:22+00:00,22.0,71-PI2007,89.08
2024-11-07T03:14:23+00:00,23.0,71-PI2007,89.5
2024-11-07T03:14:24+00:00,24.0,71-PI2007,89.13
2024-11-07T03:14:25+00:00,25.0,71-PI2007,89.47
2024-11-07T03:14:26+00:00,26.0,71-PI2007,89.5
2024-11-07T03:14:27+00:00,27.0,71-PI2007,89.02
2024-11-07T03:14:28+00:00,28.0,71-PI2007,89.49
2024-11-07T03:14:29+00:00,29.0,71-PI2007,89.11
2024-11-07T03:14:30+00:00,30.0,71-PI2007,90.56
2024-11-07T03:14:31+00:00,31.0,71-PI2007,88.52
2024-11-07T03:14:32+00:00,32.0,71-PI2007,88.83
2024-11-07T03:14:33+00:00,33.0,71-PI2007,89.74
2024-11-07T03:14:34+00:00,34.0,71-PI2007,90.62
2024-11-07T03:14:35+00:00,35.0,71-PI2007,88.94
2024-11-07T03:14:36+00:00,36.0,71-PI2007,90.0
2024-11-07T03:14:37+00:00,37.0,71-PI2007,89.52
2024-11-07T03:14:38+00:00,38.0,71-PI2007,90.45
2024-11-07T03:14:39+00:00,39.0,71-PI2007,89.49
2024-11-07T03:14:40+00:00,40.0,71-PI2007,88.5
2024-11-07T03:14:41+00:00,41.0,71-PI2007,88.53
2024-11-07T03:14:42+00:00,42.0,71-PI2007,88.95
2024-11-07T03:14:43+00:00,43.0,71-PI2007,88.95
2024-11-07T03:13:45+00:00,-15.0,20-PT2018,50.22
2024-11-07T03:13:46+00:00,-14.0,20-PT2018,49.78
2024-11-07T03:13:47+00:00,-13.0,20-PT2018,49.73
2024-11-07T03:13:48+00:00,-12.0,20-PT2018,50.71
2024-11-07T03:13:49+00:00,-11.0,20-PT2018,48.99
2024-11-07T03:13:50+00:00,-10.0,20-PT2018,49.29
2024-11-07T03:13:51+00:00,-9.0,20-PT2018,49.12
2024-11-07T03:13:52+00:00,-8.0,20-PT2018,48.95
2024-11-07T03:13:53+00:00,-7.0,20-PT2018,49.99
2024-11-07T03:13:54+00:00,-6.0,20-PT2018,50.19
2024-11-07T03:13:55+00:00,-5.0,20-PT2018,48.9
2024-11-07T03:13:56+00:00,-4.0,20-PT2018,50.66
2024-11-07T03:13:57+00:00,-3.0,20-PT2018,49.92
2024-11-07T03:13:58+00:00,-2.0,20-PT2018,50.37
2024-11-07T03:13:59+00:00,-1.0,20-PT2018,49.5
2024-11-07T03:14:00+00:00,0.0,20-PT2018,49.89
2024-11-07T03:14:01+00:00,1.0,20-PT2018,48.88
2024-11-07T03:14:02+00:00,2.0,20-PT2018,49.93
2024-11-07T03:14:03+00:00,3.0,20-PT2018,49.5
2024-11-07T03:14:04+00:00,4.0,20-PT2018,50.9
2024-11-07T03:14:05+00:00,5.0,20-PT2018,50.62
2024-11-07T03:14:06+00:00,6.0,20-PT2018,49.07
2024-11-07T03:14:07+00:00,7.0,20-PT2018,49.7
2024-11-07T03:14:08+00:00,8.0,20-PT2018,54.52
2024-11-07T03:14:09+00:00,9.0,20-PT2018,57.6
2024-11-07T03:14:10+00:00,10.0,20-PT2018,62.68
2024-11-07T03:14:11+00:00,11.0,20-PT2018,66.96
2024-11-07T03:14:12+00:00,12.0,20-PT2018,70.32
2024-11-07T03:14:13+00:00,13.0,20-PT2018,75.41
2024-11-07T03:14:14+00:00,14.0,20-PT2018,78.21
2024-11-07T03:14:15+00:00,15.0,20-PT2018,79.02
2024-11-07T03:14:16+00:00,16.0,20-PT2018,81.31
2024-11-07T03:14:17+00:00,17.0,20-PT2018,82.96
2024-11-07T03:14:18+00:00,18.0,20-PT2018,82.65
2024-11-07T03:14:19+00:00,19.0,20-PT2018,85.64
2024-11-07T03:14:20+00:00,20.0,20-PT2018,86.01
2024-11-07T03:14:21+00:00,21.0,20-PT2018,86.93
2024-11-07T03:14:22+00:00,22.0,20-PT2018,87.46
2024-11-07T03:14:23+00:00,23.0,20-PT2018,90.29
2024-11-07T03:14:24+00:00,24.0,20-PT2018,90.32
2024-11-07T03:14:25+00:00,25.0,20-PT2018,90.71
2024-11-07T03:14:26+00:00,26.0,20-PT2018,88.88
2024-11-07T03:14:27+00:00,27.0,20-PT2018,90.3
2024-11-07T03:14:28+00:00,28.0,20-PT2018,88.54
2024-11-07T03:14:29+00:00,29.0,20-PT2018,89.11
2024-11-07T03:14:30+00:00,30.0,20-PT2018,89.12
2024-11-07T03:14:31+00:00,31.0,20-PT2018,88.72
2024-11-07T03:14:32+00:00,32.0,20-PT2018,88.83
2024-11-07T03:14:33+00:00,33.0,20-PT2018,89.26
2024-11-07T03:14:34+00:00,34.0,20-PT2018,90.07
2024-11-07T03:14:35+00:00,35.0,20-PT2018,89.04
2024-11-07T03:14:36+00:00,36.0,20-PT2018,88.7
2024-11-07T03:14:37+00:00,37.0,20-PT2018,88.64
2024-11-07T03:14:38+00:00,38.0,20-PT2018,89.8
2024-11-07T03:14:39+00:00,39.0,20-PT2018,90.13
2024-11-07T03:14:40+00:00,40.0,20-PT2018,90.6
2024-11-07T03:14:41+00:00,41.0,20-PT2018,90.11
2024-11-07T03:14:42+00:00,42.0,20-PT2018,90.25
2024-11-07T03:14:43+00:00,43.0,20-PT2018,88.9
2024-11-07T03:13:45+00:00,-15.0,20-2005PT,50.72
2024-11-07T03:13:46+00:00,-14.0,20-2005PT,50.67
2024-11-07T03:13:47+00:00,-13.0,20-2005PT,50.99
2024-11-07T03:13:48+00:00,-12.0,20-2005PT,51.0
2024-11-07T03:13:49+00:00,-11.0,20-2005PT,49.83
2024-11-07T03:13:50+00:00,-10.0,20-2005PT,50.18
2024-11-07T03:13:51+00:00,-9.0,20-2005PT,48.87
2024-11-07T03:13:52+00:00,-8.0,20-2005PT,50.14
